2-s2.0-85058009546,3
2-s2.0-85063180055,3
2-s2.0-85063954604,8
2-s2.0-85064639968,4
2-s2.0-85068224944,1
2-s2.0-85068455088,8
2-s2.0-85070396079,6
2-s2.0-85070550499,3
2-s2.0-85070827597,2
2-s2.0-85073426463,5
2-s2.0-85073565440,8
2-s2.0-85074186687,4
2-s2.0-85074456769,4
2-s2.0-85075921390,4
2-s2.0-85076097932,5
2-s2.0-85078289938,8
2-s2.0-85079143379,3
2-s2.0-85080136618,1
2-s2.0-85081301849,8
2-s2.0-85082122448,1
2-s2.0-85082925779,4
2-s2.0-85083443722,6
2-s2.0-85083449952,3
2-s2.0-85083575446,3
2-s2.0-85083800525,8
2-s2.0-85083985852,1
2-s2.0-85084185833,8
2-s2.0-85084235867,2
2-s2.0-85085289112,3
2-s2.0-85085307789,4
2-s2.0-85085477050,6
2-s2.0-85086000693,3
2-s2.0-85087482107,1
2-s2.0-85087500441,7
2-s2.0-85087552053,6
2-s2.0-85087745443,6
2-s2.0-85087821935,6
2-s2.0-85087886192,3
2-s2.0-85088690197,1
2-s2.0-85088708748,7
2-s2.0-85088752389,7
2-s2.0-85089585540,1
2-s2.0-85089602698,7
2-s2.0-85089898912,8
2-s2.0-85090256242,7
WOS:000493525500210,5
WOS:000501139900007,4
WOS:000505064800001,3
WOS:000505851900008,8
WOS:000507543400007,3
WOS:000510840000004,2
WOS:000518586600079,4
WOS:000525563500005,2
WOS:000538727000024,5
2-s2.0-85014080895,2
2-s2.0-85029742142,3
2-s2.0-85031813474,3
2-s2.0-85034590482,1
2-s2.0-85037836798,2
2-s2.0-85040947845,2
2-s2.0-85043338162,1
2-s2.0-85044200434,1
2-s2.0-85048943093,3
2-s2.0-85049252795,3
2-s2.0-85049558731,6
2-s2.0-85051362435,3
2-s2.0-85051766067,6
2-s2.0-85052243081,6
2-s2.0-85052931014,7
2-s2.0-85053248448,2
2-s2.0-85054356686,7
2-s2.0-85054452288,7
2-s2.0-85055545846,3
2-s2.0-85056484477,7
2-s2.0-85056659751,6
2-s2.0-85059001473,3
2-s2.0-85059215946,8
2-s2.0-85059493412,7
2-s2.0-85061039719,6
2-s2.0-85061932050,3
2-s2.0-85066411969,2
2-s2.0-85066626773,4
2-s2.0-85068574549,2
2-s2.0-85069480067,1
2-s2.0-85069788857,2
2-s2.0-85070018844,8
2-s2.0-85071112061,4
2-s2.0-85072630739,5
2-s2.0-85073007912,2
2-s2.0-85073096666,2
2-s2.0-85073123472,8
2-s2.0-85073372250,3
2-s2.0-85074091492,8
2-s2.0-85074313272,2
2-s2.0-85074406384,7
2-s2.0-85074521792,6
2-s2.0-85074885831,5
2-s2.0-85075486028,5
2-s2.0-85075689565,1
2-s2.0-85077602440,8
2-s2.0-85078948069,2
2-s2.0-85079112564,5
2-s2.0-85079168963,6
2-s2.0-85079266799,2
2-s2.0-85079450687,4
2-s2.0-85079661031,4
2-s2.0-85082357307,3
2-s2.0-85082365508,2
2-s2.0-85082663790,3
2-s2.0-85082765849,2
2-s2.0-85082769262,5
2-s2.0-85084090664,3
2-s2.0-85084853700,8
2-s2.0-85085616630,8
2-s2.0-85085667532,8
2-s2.0-85085969348,1
2-s2.0-85086577699,3
2-s2.0-85086945403,7
2-s2.0-85087104248,1
2-s2.0-85087218001,3
2-s2.0-85087339443,5
2-s2.0-85088138937,4
2-s2.0-85088560400,4
2-s2.0-85089209695,5
2-s2.0-85089220047,1
2-s2.0-85089457059,4
2-s2.0-85089629045,3
WOS:000456013900011,6
WOS:000470675700111,4
WOS:000471325700023,3
WOS:000471325700035,3
WOS:000472499300001,6
WOS:000479232700015,2
WOS:000489104700103,5
WOS:000495870900018,3
WOS:000496781100001,5
WOS:000505292200001,8
WOS:000518586600011,8
WOS:000519108000021,7
WOS:000528848600003,5
2-s2.0-85009488945,4
2-s2.0-85029477219,8
2-s2.0-85033406752,8
2-s2.0-85037728494,4
2-s2.0-85038390447,7
2-s2.0-85039556862,7
2-s2.0-85043321677,8
2-s2.0-85044244460,1
2-s2.0-85046652611,2
2-s2.0-85047785402,2
2-s2.0-85050969775,1
2-s2.0-85051764894,3
2-s2.0-85053367611,5
2-s2.0-85054082877,8
2-s2.0-85054368622,3
2-s2.0-85054428123,7
2-s2.0-85055725249,6
2-s2.0-85057594572,6
2-s2.0-85058008684,3
2-s2.0-85059008572,8
2-s2.0-85059282925,6
2-s2.0-85060113921,2
2-s2.0-85060274359,5
2-s2.0-85061318856,3
2-s2.0-85062662573,1
2-s2.0-85062870718,3
2-s2.0-85065325418,6
2-s2.0-85066062814,7
2-s2.0-85067881841,8
2-s2.0-85068168551,4
2-s2.0-85070794950,8
2-s2.0-85071015171,3
2-s2.0-85071536218,3
2-s2.0-85072869902,2
2-s2.0-85073208429,2
2-s2.0-85073264605,4
2-s2.0-85073409472,7
2-s2.0-85073478651,3
2-s2.0-85073567005,4
2-s2.0-85073937684,5
2-s2.0-85074061553,3
2-s2.0-85074066051,4
2-s2.0-85074334098,4
2-s2.0-85074363473,6
2-s2.0-85074533162,1
2-s2.0-85075001880,2
2-s2.0-85075120827,1
2-s2.0-85075214266,7
2-s2.0-85075578230,1
2-s2.0-85075900931,7
2-s2.0-85078344157,4
2-s2.0-85078905382,4
2-s2.0-85078910566,1
2-s2.0-85079182641,3
2-s2.0-85079479504,7
2-s2.0-85079696886,3
2-s2.0-85080893909,3
2-s2.0-85081189350,7
2-s2.0-85081887087,6
2-s2.0-85082765257,3
2-s2.0-85082848420,3
2-s2.0-85082874111,4
2-s2.0-85083037817,1
2-s2.0-85083040894,1
2-s2.0-85083520640,8
2-s2.0-85084221078,4
2-s2.0-85084731465,6
2-s2.0-85084978804,3
2-s2.0-85085145779,6
2-s2.0-85085189312,2
2-s2.0-85085531101,6
2-s2.0-85085561213,8
2-s2.0-85085938564,1
2-s2.0-85086070578,1
2-s2.0-85086138531,6
2-s2.0-85086220627,3
2-s2.0-85086251953,3
2-s2.0-85086330735,8
2-s2.0-85086413191,6
2-s2.0-85086598520,1
2-s2.0-85086627503,8
2-s2.0-85086771430,7
2-s2.0-85087480949,1
2-s2.0-85087492358,1
2-s2.0-85087643777,1
2-s2.0-85087842446,5
2-s2.0-85087887565,4
2-s2.0-85087887964,3
2-s2.0-85087910977,6
2-s2.0-85088782593,1
2-s2.0-85089225563,1
2-s2.0-85089228102,2
2-s2.0-85089347218,5
2-s2.0-85089474852,7
2-s2.0-85090256727,7
WOS:000442066400005,2
WOS:000460319200003,7
WOS:000466639200001,6
WOS:000471325700047,3
WOS:000471325700098,3
WOS:000482556700014,6
WOS:000495693400007,6
WOS:000503988804004,4
WOS:000507401400026,3
WOS:000510675604032,3
WOS:000520519100008,3
WOS:000521181600001,3
WOS:000521738000025,4
WOS:000524576200022,1
WOS:000526911700001,4
WOS:000532485800042,3
WOS:000542060800013,5
WOS:000554927000043,8
2-s2.0-84888394203,2
2-s2.0-84915737264,8
2-s2.0-84921520414,7
2-s2.0-84924031854,2
2-s2.0-84988719686,8
2-s2.0-85011269333,8
2-s2.0-85011832590,2
2-s2.0-85018160901,7
2-s2.0-85018207827,2
2-s2.0-85018527508,1
2-s2.0-85019948227,7
2-s2.0-85026475185,8
2-s2.0-85029379728,8
2-s2.0-85030461254,4
2-s2.0-85030678021,8
2-s2.0-85031806503,2
2-s2.0-85032275658,6
2-s2.0-85032302122,1
2-s2.0-85033399672,2
2-s2.0-85035024188,3
2-s2.0-85039929089,5
2-s2.0-85042640199,7
2-s2.0-85046684854,4
2-s2.0-85048523005,3
2-s2.0-85050409919,3
2-s2.0-85050454280,2
2-s2.0-85051555627,4
2-s2.0-85052645617,1
2-s2.0-85052800113,6
2-s2.0-85053845840,3
2-s2.0-85056198551,5
2-s2.0-85056559269,4
2-s2.0-85057716851,1
2-s2.0-85057761853,8
2-s2.0-85058274340,5
2-s2.0-85058314973,2
2-s2.0-85058341927,2
2-s2.0-85059057136,3
2-s2.0-85059232073,6
2-s2.0-85060060788,3
2-s2.0-85060803787,5
2-s2.0-85061582311,1
2-s2.0-85062493527,8
2-s2.0-85062647133,2
2-s2.0-85063051701,4
2-s2.0-85063064351,3
2-s2.0-85063182767,3
2-s2.0-85064006132,3
2-s2.0-85064157660,8
2-s2.0-85064218694,8
2-s2.0-85065166578,1
2-s2.0-85065863099,5
2-s2.0-85066118594,1
2-s2.0-85067036402,4
2-s2.0-85067307027,2
2-s2.0-85068623750,1
2-s2.0-85068710068,2
2-s2.0-85071187362,5
2-s2.0-85071777436,5
2-s2.0-85072969911,6
2-s2.0-85073030713,6
2-s2.0-85073601437,8
2-s2.0-85074019378,3
2-s2.0-85074088495,3
2-s2.0-85074088959,3
2-s2.0-85074297517,3
2-s2.0-85075428187,3
2-s2.0-85075455833,4
2-s2.0-85075613401,5
2-s2.0-85076037722,4
2-s2.0-85077384692,2
2-s2.0-85077560087,7
2-s2.0-85077909329,8
2-s2.0-85077924496,2
2-s2.0-85078041918,2
2-s2.0-85078491522,1
2-s2.0-85078504220,4
2-s2.0-85078923597,4
2-s2.0-85078998042,8
2-s2.0-85079442101,8
2-s2.0-85079550705,4
2-s2.0-85079722999,7
2-s2.0-85079868307,4
2-s2.0-85080140653,1
2-s2.0-85081110870,4
2-s2.0-85081561309,4
2-s2.0-85081570892,5
2-s2.0-85081572476,8
2-s2.0-85081660339,7
2-s2.0-85082114910,8
2-s2.0-85082778401,5
2-s2.0-85082923387,4
2-s2.0-85082935165,7
2-s2.0-85082937036,8
2-s2.0-85083059394,7
2-s2.0-85083176304,3
2-s2.0-85083838617,4
2-s2.0-85084047943,2
2-s2.0-85084054122,2
2-s2.0-85084142079,6
2-s2.0-85084196106,4
2-s2.0-85084368157,7
2-s2.0-85084441768,8
2-s2.0-85084711536,5
2-s2.0-85084711614,5
2-s2.0-85084712246,6
2-s2.0-85084798767,2
2-s2.0-85084841678,1
2-s2.0-85085132795,8
2-s2.0-85085278227,3
2-s2.0-85085471916,4
2-s2.0-85086037904,6
2-s2.0-85086232839,1
2-s2.0-85086504601,4
2-s2.0-85086583572,6
2-s2.0-85086779796,7
2-s2.0-85087614925,8
2-s2.0-85087616420,3
2-s2.0-85087674648,7
2-s2.0-85087739609,6
2-s2.0-85088521187,7
2-s2.0-85088536315,8
2-s2.0-85088902625,6
2-s2.0-85089013293,4
2-s2.0-85089348019,2
2-s2.0-85089414178,3
2-s2.0-85089504453,7
2-s2.0-85089557405,1
2-s2.0-85089574443,5
2-s2.0-85089904960,7
2-s2.0-85090253901,3
WOS:000450992900043,3
WOS:000455875500002,5
WOS:000463205600002,3
WOS:000463927000011,8
WOS:000464401800006,2
WOS:000487074800004,4
WOS:000497669500009,2
WOS:000503372500008,1
WOS:000504058000014,8
WOS:000505725900027,8
WOS:000510675605051,3
WOS:000511542100001,8
WOS:000512830300004,7
WOS:000518572700001,4
WOS:000519375800003,5
WOS:000520032400011,6
WOS:000524337000005,8
WOS:000531470500002,4
WOS:000534201500022,5
WOS:000534501300001,2
WOS:000534751300001,4
WOS:000535852900044,5
WOS:000538080300018,4
WOS:000539228000028,2
WOS:000542418400001,7
WOS:000546216300001,7
WOS:000550877300001,8
WOS:000554405500005,3
WOS:000556106300025,6
WOS:000562486600004,6
WOS:000563450200001,7
2-s2.0-84942365788,7
2-s2.0-84966339680,5
2-s2.0-84990041396,6
2-s2.0-84994643803,1
2-s2.0-85012284317,1
2-s2.0-85018992527,7
2-s2.0-85021102504,1
2-s2.0-85027875783,4
2-s2.0-85027998546,1
2-s2.0-85028348312,5
2-s2.0-85030978975,5
2-s2.0-85034213969,1
2-s2.0-85035046356,5
2-s2.0-85038028372,7
2-s2.0-85039451017,6
2-s2.0-85040822634,5
2-s2.0-85041729299,5
2-s2.0-85042134465,1
2-s2.0-85044613529,7
2-s2.0-85045614582,4
2-s2.0-85046442375,2
2-s2.0-85046894220,5
2-s2.0-85048039671,8
2-s2.0-85048554505,8
2-s2.0-85048600530,6
2-s2.0-85049048188,1
2-s2.0-85050394354,7
2-s2.0-85050729350,8
2-s2.0-85051396423,3
2-s2.0-85054135701,7
2-s2.0-85054288844,7
2-s2.0-85054382148,7
2-s2.0-85054416967,2
2-s2.0-85054431012,7
2-s2.0-85054577773,8
2-s2.0-85055953393,1
2-s2.0-85056638744,4
2-s2.0-85056705363,6
2-s2.0-85057319854,6
2-s2.0-85057607733,7
2-s2.0-85057642765,2
2-s2.0-85058028296,4
2-s2.0-85058340833,4
2-s2.0-85059074714,7
2-s2.0-85059261484,8
2-s2.0-85059779882,5
2-s2.0-85060704998,1
2-s2.0-85060798727,3
2-s2.0-85061101447,8
2-s2.0-85061295989,8
2-s2.0-85061532176,3
2-s2.0-85061711287,8
2-s2.0-85062364401,8
2-s2.0-85062493875,6
2-s2.0-85062907209,5
2-s2.0-85063011179,7
2-s2.0-85063184437,3
2-s2.0-85064182993,4
2-s2.0-85064456938,3
2-s2.0-85064594729,1
2-s2.0-85064729508,4
2-s2.0-85064834215,6
2-s2.0-85065102331,1
2-s2.0-85065777048,4
2-s2.0-85065922145,1
2-s2.0-85065968579,2
2-s2.0-85067059328,3
2-s2.0-85067558589,4
2-s2.0-85067611801,8
2-s2.0-85068769537,7
2-s2.0-85069700467,3
2-s2.0-85069833628,1
2-s2.0-85069834175,1
2-s2.0-85069933588,7
2-s2.0-85069954219,6
2-s2.0-85070689015,3
2-s2.0-85071227668,3
2-s2.0-85071229705,7
2-s2.0-85071597690,2
2-s2.0-85071661278,3
2-s2.0-85071902732,5
2-s2.0-85072048221,7
2-s2.0-85072777481,3
2-s2.0-85072884597,3
2-s2.0-85073251941,3
2-s2.0-85073253520,4
2-s2.0-85073259193,5
2-s2.0-85073454994,8
2-s2.0-85073530311,6
2-s2.0-85073898168,1
2-s2.0-85073930567,4
2-s2.0-85074070905,3
2-s2.0-85074095333,3
2-s2.0-85074439908,2
2-s2.0-85074486436,8
2-s2.0-85074511689,3
2-s2.0-85074647993,1
2-s2.0-85074876760,5
2-s2.0-85074883457,2
2-s2.0-85075048555,5
2-s2.0-85075641438,5
2-s2.0-85075854386,5
2-s2.0-85076221014,1
2-s2.0-85076258348,2
2-s2.0-85076357095,3
2-s2.0-85076378955,2
2-s2.0-85076461389,8
2-s2.0-85077167823,7
2-s2.0-85077565934,2
2-s2.0-85077610867,6
2-s2.0-85077658410,3
2-s2.0-85077821790,4
2-s2.0-85077845354,6
2-s2.0-85077967059,6
2-s2.0-85078277685,8
2-s2.0-85078313391,8
2-s2.0-85078332118,2
2-s2.0-85078350671,8
2-s2.0-85078435143,8
2-s2.0-85078507982,6
2-s2.0-85078542752,3
2-s2.0-85078895210,3
2-s2.0-85078944359,7
2-s2.0-85079142283,2
2-s2.0-85079194756,7
2-s2.0-85079672574,4
2-s2.0-85079714291,2
2-s2.0-85079728049,6
2-s2.0-85080120175,6
2-s2.0-85080121394,3
2-s2.0-85081023333,7
2-s2.0-85081044221,8
2-s2.0-85081093394,2
2-s2.0-85081098844,3
2-s2.0-85081297153,6
2-s2.0-85082313665,8
2-s2.0-85082390395,1
2-s2.0-85082413089,2
2-s2.0-85082991689,1
2-s2.0-85083013742,4
2-s2.0-85083029967,8
2-s2.0-85083763943,7
2-s2.0-85083771113,4
2-s2.0-85083856273,2
2-s2.0-85083865243,5
2-s2.0-85084045505,3
2-s2.0-85084074997,5
2-s2.0-85084093626,2
2-s2.0-85085013087,5
2-s2.0-85085173288,6
2-s2.0-85085205622,3
2-s2.0-85085629542,3
2-s2.0-85085891995,2
2-s2.0-85085951079,6
2-s2.0-85086096966,4
2-s2.0-85086249443,6
2-s2.0-85086320473,5
2-s2.0-85086510076,5
2-s2.0-85087082296,3
2-s2.0-85087134218,7
2-s2.0-85087337158,1
2-s2.0-85087757090,1
2-s2.0-85087808860,4
2-s2.0-85087823709,8
2-s2.0-85087855013,6
2-s2.0-85088259917,4
2-s2.0-85088477875,5
2-s2.0-85088536450,1
2-s2.0-85088560238,6
2-s2.0-85088791439,8
2-s2.0-85089058042,7
2-s2.0-85089127707,7
2-s2.0-85089239596,8
2-s2.0-85089242976,6
2-s2.0-85089244215,8
2-s2.0-85089258772,4
2-s2.0-85089359491,1
2-s2.0-85089415021,1
2-s2.0-85089452177,7
2-s2.0-85089722556,6
2-s2.0-85089827338,7
2-s2.0-85090095463,5
2-s2.0-85090254970,7
2-s2.0-85090258908,7
WOS:000455981700003,1
WOS:000462661000203,5
WOS:000475434000001,3
WOS:000485629300077,5
WOS:000490344900005,3
WOS:000490458700016,1
WOS:000498257400003,8
WOS:000502654600001,2
WOS:000502763700003,5
WOS:000503222600033,3
WOS:000503277900247,5
WOS:000506087700007,5
WOS:000508353400027,8
WOS:000510675601001,3
WOS:000510675605021,3
WOS:000512153300001,7
WOS:000518586600016,8
WOS:000519234000035,6
WOS:000521104700003,8
WOS:000521742100031,6
WOS:000525397700028,2
WOS:000536451200005,6
WOS:000540848000001,5
WOS:000545201900001,8
WOS:000546996700001,8
WOS:000552002300001,8
WOS:000552238603093,6
WOS:000555083800004,7
WOS:000556201200036,3
WOS:000556549000026,3
WOS:000557892200001,7
WOS:000559924503040,4
2-s2.0-84894802056,7
2-s2.0-84919430327,7
2-s2.0-84951001407,1
2-s2.0-84954131718,2
2-s2.0-84959532055,7
2-s2.0-84979211073,6
2-s2.0-84984652045,4
2-s2.0-84985912200,2
2-s2.0-84996629829,7
2-s2.0-85006056675,3
2-s2.0-85006762277,6
2-s2.0-85009285071,2
2-s2.0-85011110649,2
2-s2.0-85011313931,8
2-s2.0-85013898703,3
2-s2.0-85016551075,6
2-s2.0-85018341932,8
2-s2.0-85019469877,1
2-s2.0-85019686468,8
2-s2.0-85020108357,8
2-s2.0-85021186366,2
2-s2.0-85027469207,6
2-s2.0-85028712662,4
2-s2.0-85029699507,2
2-s2.0-85029706696,8
2-s2.0-85029715017,1
2-s2.0-85031996505,2
2-s2.0-85035056992,6
2-s2.0-85036662718,1
2-s2.0-85037724576,8
2-s2.0-85037849443,1
2-s2.0-85038018743,4
2-s2.0-85040249076,5
2-s2.0-85041389897,1
2-s2.0-85041554935,2
2-s2.0-85042692500,1
2-s2.0-85042916153,7
2-s2.0-85043341844,8
2-s2.0-85043779026,1
2-s2.0-85044313772,8
2-s2.0-85045135459,3
2-s2.0-85046162156,8
2-s2.0-85047612385,2
2-s2.0-85048128725,2
2-s2.0-85048230696,3
2-s2.0-85048404915,5
2-s2.0-85049010990,6
2-s2.0-85049326924,7
2-s2.0-85049372986,4
2-s2.0-85049593543,1
2-s2.0-85049687922,5
2-s2.0-85050142280,3
2-s2.0-85053674626,2
2-s2.0-85053684825,2
2-s2.0-85053727192,8
2-s2.0-85054227454,2
2-s2.0-85054482468,8
2-s2.0-85055574221,4
2-s2.0-85056129204,4
2-s2.0-85056236500,2
2-s2.0-85056617402,8
2-s2.0-85056779040,2
2-s2.0-85057321844,6
2-s2.0-85057744392,7
2-s2.0-85058153621,3
2-s2.0-85058195046,1
2-s2.0-85058238759,7
2-s2.0-85058305800,2
2-s2.0-85059220383,3
2-s2.0-85059226180,3
2-s2.0-85059304482,1
2-s2.0-85059640857,5
2-s2.0-85060594470,7
2-s2.0-85060789136,7
2-s2.0-85061257586,5
2-s2.0-85061308766,3
2-s2.0-85061557625,4
2-s2.0-85061753959,1
2-s2.0-85062547828,6
2-s2.0-85062618101,8
2-s2.0-85062775545,6
2-s2.0-85063183558,3
2-s2.0-85063184571,4
2-s2.0-85064153127,3
2-s2.0-85064432668,3
2-s2.0-85064502020,6
2-s2.0-85065200851,5
2-s2.0-85065209308,2
2-s2.0-85065654354,1
2-s2.0-85065961741,3
2-s2.0-85066099642,6
2-s2.0-85066617107,6
2-s2.0-85066820476,7
2-s2.0-85067031660,2
2-s2.0-85067066429,6
2-s2.0-85067991230,4
2-s2.0-85068227974,7
2-s2.0-85068481209,7
2-s2.0-85068799487,8
2-s2.0-85068818267,6
2-s2.0-85068870801,3
2-s2.0-85070209529,3
2-s2.0-85070235105,7
2-s2.0-85070577463,8
2-s2.0-85071169022,7
2-s2.0-85073077433,8
2-s2.0-85073222469,2
2-s2.0-85073241802,7
2-s2.0-85073913988,3
2-s2.0-85073917956,3
2-s2.0-85073923557,3
2-s2.0-85073933407,1
2-s2.0-85073951758,7
2-s2.0-85074014546,8
2-s2.0-85074272378,2
2-s2.0-85074433417,4
2-s2.0-85074894207,3
2-s2.0-85075017913,5
2-s2.0-85075138285,3
2-s2.0-85075247271,4
2-s2.0-85075360199,4
2-s2.0-85075370844,5
2-s2.0-85075384852,6
2-s2.0-85075576775,3
2-s2.0-85075713960,5
2-s2.0-85075865026,1
2-s2.0-85075901544,8
2-s2.0-85076039916,5
2-s2.0-85076215629,4
2-s2.0-85076699811,4
2-s2.0-85077399173,1
2-s2.0-85077556931,7
2-s2.0-85077966099,2
2-s2.0-85078284742,1
2-s2.0-85078424426,5
2-s2.0-85078598279,8
2-s2.0-85079352032,3
2-s2.0-85079509751,8
2-s2.0-85079677519,7
2-s2.0-85079678378,3
2-s2.0-85079838902,3
2-s2.0-85080023851,4
2-s2.0-85080883466,3
2-s2.0-85080944739,4
2-s2.0-85081020662,7
2-s2.0-85081049397,5
2-s2.0-85081096852,2
2-s2.0-85081137073,5
2-s2.0-85081333865,2
2-s2.0-85081575140,3
2-s2.0-85081591681,8
2-s2.0-85082109926,1
2-s2.0-85082202135,8
2-s2.0-85082319962,7
2-s2.0-85082403768,2
2-s2.0-85082754210,7
2-s2.0-85082778628,8
2-s2.0-85082995424,8
2-s2.0-85083081987,6
2-s2.0-85083324547,1
2-s2.0-85083454936,6
2-s2.0-85083590717,7
2-s2.0-85083802714,7
2-s2.0-85084019669,3
2-s2.0-85084065647,4
2-s2.0-85084088205,3
2-s2.0-85084137152,5
2-s2.0-85084149895,1
2-s2.0-85084490694,8
2-s2.0-85084752310,3
2-s2.0-85084849721,2
2-s2.0-85084925126,3
2-s2.0-85084926164,1
2-s2.0-85084952128,6
2-s2.0-85085180329,6
2-s2.0-85085209894,6
2-s2.0-85085258345,3
2-s2.0-85085297826,4
2-s2.0-85085314524,4
2-s2.0-85085357581,4
2-s2.0-85085383899,3
2-s2.0-85085499026,1
2-s2.0-85085740080,6
2-s2.0-85086280657,3
2-s2.0-85086357162,7
2-s2.0-85086730126,2
2-s2.0-85086735916,6
2-s2.0-85087281873,1
2-s2.0-85087340953,6
2-s2.0-85087398704,4
2-s2.0-85087446327,6
2-s2.0-85087460261,1
2-s2.0-85087561724,3
2-s2.0-85087710851,7
2-s2.0-85087910448,1
2-s2.0-85087937199,8
2-s2.0-85088132700,6
2-s2.0-85088394523,8
2-s2.0-85088399076,3
2-s2.0-85088399784,6
2-s2.0-85088594458,1
2-s2.0-85088633147,6
2-s2.0-85088709702,1
2-s2.0-85088824360,5
2-s2.0-85088866564,8
2-s2.0-85088912136,6
2-s2.0-85089091209,6
2-s2.0-85089155230,1
2-s2.0-85089157332,5
2-s2.0-85089192501,4
2-s2.0-85089223442,7
2-s2.0-85089233518,1
2-s2.0-85089239834,1
2-s2.0-85089315340,3
2-s2.0-85089429740,6
2-s2.0-85089895071,5
2-s2.0-85090039863,1
2-s2.0-85090210209,8
2-s2.0-85090253852,7
2-s2.0-85090255424,7
WOS:000452350700003,8
WOS:000455945000002,6
WOS:000461600000001,4
WOS:000464997800008,5
WOS:000470995300042,5
WOS:000472077100018,3
WOS:000473277300011,6
WOS:000474685800051,1
WOS:000476054600001,7
WOS:000488528900006,8
WOS:000489530100078,8
WOS:000500535300011,5
WOS:000502288700038,6
WOS:000503277900179,8
WOS:000503372500002,8
WOS:000503372500007,7
WOS:000504638600007,2
WOS:000511139300004,7
WOS:000518414100002,2
WOS:000519112500020,5
WOS:000523491200005,7
WOS:000524476900001,4
WOS:000524885500001,8
WOS:000524925000003,8
WOS:000528185700002,8
WOS:000529303200028,1
WOS:000529853000009,3
WOS:000532485800039,4
WOS:000537489900063,2
WOS:000539633500051,5
WOS:000545289900013,2
WOS:000545348700001,3
WOS:000555973100001,5
WOS:000556549000027,5
WOS:000556549000028,3
WOS:000557263400092,6
WOS:000559924503080,6
WOS:000560339000001,6
WOS:000560369000069,6
2-s2.0-84900525766,8
2-s2.0-84950325673,1
2-s2.0-84959421627,5
2-s2.0-84959530641,2
2-s2.0-84960437980,1
2-s2.0-84984799910,4
2-s2.0-84988481793,7
2-s2.0-84988692193,2
2-s2.0-84996878191,5
2-s2.0-84997822239,7
2-s2.0-85002677975,1
2-s2.0-85007106956,1
2-s2.0-85007404367,1
2-s2.0-85007470960,7
2-s2.0-85010390661,5
2-s2.0-85010700244,2
2-s2.0-85013344070,2
2-s2.0-85024829842,2
2-s2.0-85029702300,2
2-s2.0-85037623731,5
2-s2.0-85038814515,6
2-s2.0-85040520994,3
2-s2.0-85041707938,8
2-s2.0-85041822124,2
2-s2.0-85044439235,7
2-s2.0-85044441799,2
2-s2.0-85044574741,4
2-s2.0-85044991324,7
2-s2.0-85044993045,4
2-s2.0-85045836689,2
2-s2.0-85046279399,7
2-s2.0-85046730791,1
2-s2.0-85046806310,2
2-s2.0-85047923164,1
2-s2.0-85049513681,4
2-s2.0-85049922870,3
2-s2.0-85050650136,3
